GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNHE001,RR7E001,NAME_M,RNHM001,RR7M001
"G4805070","2005-2009",,,"Texas","48","Zavala County","507",,,,,,,,,,,,,,,,,,,,,,,,,,"Zavala County, Texas",22964,34300,"Zavala County, Texas",2040,3711
"G4900010","2005-2009",,,"Utah","49","Beaver County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver County, Utah",39362,143100,"Beaver County, Utah",3768,10845
"G4900030","2005-2009",,,"Utah","49","Box Elder County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Box Elder County, Utah",54670,154200,"Box Elder County, Utah",1637,3770
"G4900050","2005-2009",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Cache County, Utah",46091,171900,"Cache County, Utah",1485,2875
"G4900070","2005-2009",,,"Utah","49","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Utah",41056,97600,"Carbon County, Utah",2603,4829
"G4900090","2005-2009",,,"Utah","49","Daggett County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Daggett County, Utah",38021,158300,"Daggett County, Utah",9059,45260
"G4900110","2005-2009",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Utah",65892,214300,"Davis County, Utah",861,2151
"G4900130","2005-2009",,,"Utah","49","Duchesne County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Duchesne County, Utah",51504,145100,"Duchesne County, Utah",1663,8189
"G4900150","2005-2009",,,"Utah","49","Emery County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Emery County, Utah",47446,95900,"Emery County, Utah",4828,5840
"G4900170","2005-2009",,,"Utah","49","Garfield County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Utah",44861,124600,"Garfield County, Utah",4025,12632
"G4900190","2005-2009",,,"Utah","49","Grand County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Utah",37206,180600,"Grand County, Utah",4756,13539
"G4900210","2005-2009",,,"Utah","49","Iron County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Utah",41707,204400,"Iron County, Utah",1379,6776
"G4900230","2005-2009",,,"Utah","49","Juab County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Juab County, Utah",50360,156300,"Juab County, Utah",4326,8890
"G4900250","2005-2009",,,"Utah","49","Kane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Utah",41313,181100,"Kane County, Utah",3310,17223
"G4900270","2005-2009",,,"Utah","49","Millard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Millard County, Utah",42289,117600,"Millard County, Utah",3430,5465
"G4900290","2005-2009",,,"Utah","49","Morgan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Utah",70043,240700,"Morgan County, Utah",6859,10496
"G4900310","2005-2009",,,"Utah","49","Piute County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Piute County, Utah",37000,135700,"Piute County, Utah",5630,32295
"G4900330","2005-2009",,,"Utah","49","Rich County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Rich County, Utah",50899,131100,"Rich County, Utah",2895,25904
"G4900350","2005-2009",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Salt Lake County, Utah",56948,227000,"Salt Lake County, Utah",635,1311
"G4900370","2005-2009",,,"Utah","49","San Juan County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Utah",36209,100500,"San Juan County, Utah",3507,7789
"G4900390","2005-2009",,,"Utah","49","Sanpete County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Sanpete County, Utah",41931,136300,"Sanpete County, Utah",2321,4767
"G4900410","2005-2009",,,"Utah","49","Sevier County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Utah",44411,140200,"Sevier County, Utah",2338,6622
"G4900430","2005-2009",,,"Utah","49","Summit County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Summit County, Utah",83380,457500,"Summit County, Utah",5412,31449
"G4900450","2005-2009",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Tooele County, Utah",60236,174100,"Tooele County, Utah",2022,4222
"G4900470","2005-2009",,,"Utah","49","Uintah County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Uintah County, Utah",57735,169800,"Uintah County, Utah",4024,7185
"G4900490","2005-2009",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Utah County, Utah",56752,227500,"Utah County, Utah",868,1827
"G4900510","2005-2009",,,"Utah","49","Wasatch County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Wasatch County, Utah",62030,298200,"Wasatch County, Utah",3480,17348
"G4900530","2005-2009",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Utah",48728,240800,"Washington County, Utah",1000,4402
"G4900550","2005-2009",,,"Utah","49","Wayne County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Utah",45040,167700,"Wayne County, Utah",5488,16607
"G4900570","2005-2009",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Weber County, Utah",53471,160800,"Weber County, Utah",896,1997
"G5000010","2005-2009",,,"Vermont","50","Addison County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Addison County, Vermont",55427,210100,"Addison County, Vermont",1796,5947
"G5000030","2005-2009",,,"Vermont","50","Bennington County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Bennington County, Vermont",46265,189800,"Bennington County, Vermont",2247,6502
"G5000050","2005-2009",,,"Vermont","50","Caledonia County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Caledonia County, Vermont",41897,148900,"Caledonia County, Vermont",1607,5199
"G5000070","2005-2009",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Chittenden County, Vermont",59634,246000,"Chittenden County, Vermont",1372,2972
"G5000090","2005-2009",,,"Vermont","50","Essex County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, Vermont",40046,119000,"Essex County, Vermont",2771,8741
"G5000110","2005-2009",,,"Vermont","50","Franklin County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Vermont",52279,194500,"Franklin County, Vermont",1799,4606
"G5000130","2005-2009",,,"Vermont","50","Grand Isle County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Isle County, Vermont",56202,227300,"Grand Isle County, Vermont",2522,12709
"G5000150","2005-2009",,,"Vermont","50","Lamoille County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Lamoille County, Vermont",51037,206100,"Lamoille County, Vermont",2260,8945
"G5000170","2005-2009",,,"Vermont","50","Orange County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Vermont",51011,176500,"Orange County, Vermont",1515,5470
"G5000190","2005-2009",,,"Vermont","50","Orleans County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans County, Vermont",40605,140400,"Orleans County, Vermont",1295,5812
"G5000210","2005-2009",,,"Vermont","50","Rutland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Rutland County, Vermont",46153,164800,"Rutland County, Vermont",1287,3122
"G5000230","2005-2009",,,"Vermont","50","Washington County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Vermont",54227,190500,"Washington County, Vermont",1637,5774
"G5000250","2005-2009",,,"Vermont","50","Windham County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Windham County, Vermont",46465,199300,"Windham County, Vermont",1362,5235
"G5000270","2005-2009",,,"Vermont","50","Windsor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Windsor County, Vermont",51066,207100,"Windsor County, Vermont",1658,7893
"G5100010","2005-2009",,,"Virginia","51","Accomack County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Accomack County, Virginia",40343,145600,"Accomack County, Virginia",2433,11838
"G5100030","2005-2009",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Albemarle County, Virginia",64306,336100,"Albemarle County, Virginia",2829,9757
"G5100050","2005-2009",,,"Virginia","51","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Alleghany County, Virginia",42005,103800,"Alleghany County, Virginia",2274,7453
"G5100070","2005-2009",,,"Virginia","51","Amelia County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Amelia County, Virginia",48897,170000,"Amelia County, Virginia",4980,11102
"G5100090","2005-2009",,,"Virginia","51","Amherst County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Amherst County, Virginia",45947,136500,"Amherst County, Virginia",3394,6817
"G5100110","2005-2009",,,"Virginia","51","Appomattox County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Appomattox County, Virginia",47412,119900,"Appomattox County, Virginia",4797,8786
"G5100130","2005-2009",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington County, Virginia",93806,565100,"Arlington County, Virginia",1652,7620
"G5100150","2005-2009",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Augusta County, Virginia",49364,176800,"Augusta County, Virginia",1969,4636
"G5100170","2005-2009",,,"Virginia","51","Bath County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Bath County, Virginia",46250,126900,"Bath County, Virginia",6076,26377
"G5100190","2005-2009",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Virginia",54527,174200,"Bedford County, Virginia",2658,4752
"G5100210","2005-2009",,,"Virginia","51","Bland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Bland County, Virginia",42231,86900,"Bland County, Virginia",3475,5122
"G5100230","2005-2009",,,"Virginia","51","Botetourt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Botetourt County, Virginia",59823,189900,"Botetourt County, Virginia",3446,5974
"G5100250","2005-2009",,,"Virginia","51","Brunswick County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, Virginia",36202,92000,"Brunswick County, Virginia",2806,5328
"G5100270","2005-2009",,,"Virginia","51","Buchanan County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Virginia",27538,63200,"Buchanan County, Virginia",1782,5964
"G5100290","2005-2009",,,"Virginia","51","Buckingham County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Buckingham County, Virginia",38128,109500,"Buckingham County, Virginia",6097,10085
"G5100310","2005-2009",,,"Virginia","51","Campbell County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Virginia",43324,127500,"Campbell County, Virginia",1781,5538
"G5100330","2005-2009",,,"Virginia","51","Caroline County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Caroline County, Virginia",56829,218300,"Caroline County, Virginia",3027,8349
"G5100350","2005-2009",,,"Virginia","51","Carroll County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Virginia",34794,92800,"Carroll County, Virginia",2405,5491
"G5100360","2005-2009",,,"Virginia","51","Charles City County","036",,,,,,,,,,,,,,,,,,,,,,,,,,"Charles City County, Virginia",49747,145600,"Charles City County, Virginia",3404,8987
"G5100370","2005-2009",,,"Virginia","51","Charlotte County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Charlotte County, Virginia",37591,94300,"Charlotte County, Virginia",4114,7991
"G5100410","2005-2009",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Chesterfield County, Virginia",71661,225400,"Chesterfield County, Virginia",974,2103
"G5100430","2005-2009",,,"Virginia","51","Clarke County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Virginia",68768,349600,"Clarke County, Virginia",5873,18085
"G5100450","2005-2009",,,"Virginia","51","Craig County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Craig County, Virginia",48845,147500,"Craig County, Virginia",4979,25544
"G5100470","2005-2009",,,"Virginia","51","Culpeper County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Culpeper County, Virginia",64359,319500,"Culpeper County, Virginia",2555,10465
"G5100490","2005-2009",,,"Virginia","51","Cumberland County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Virginia",38430,141600,"Cumberland County, Virginia",5829,16521
"G5100510","2005-2009",,,"Virginia","51","Dickenson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Dickenson County, Virginia",28296,67000,"Dickenson County, Virginia",1412,5485
"G5100530","2005-2009",,,"Virginia","51","Dinwiddie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Dinwiddie County, Virginia",51556,152000,"Dinwiddie County, Virginia",3757,5727
"G5100570","2005-2009",,,"Virginia","51","Essex County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, Virginia",46678,182000,"Essex County, Virginia",4577,10041
"G5100590","2005-2009",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfax County, Virginia",104259,520500,"Fairfax County, Virginia",955,3957
"G5100610","2005-2009",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",82872,394800,"Fauquier County, Virginia",2611,9463
"G5100630","2005-2009",,,"Virginia","51","Floyd County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Virginia",40539,127100,"Floyd County, Virginia",4822,8804
"G5100650","2005-2009",,,"Virginia","51","Fluvanna County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Fluvanna County, Virginia",62163,236200,"Fluvanna County, Virginia",5334,7861
"G5100670","2005-2009",,,"Virginia","51","Franklin County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Virginia",45578,151500,"Franklin County, Virginia",2341,6852
"G5100690","2005-2009",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Virginia",62291,255900,"Frederick County, Virginia",2517,7222
"G5100710","2005-2009",,,"Virginia","51","Giles County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Giles County, Virginia",39963,90800,"Giles County, Virginia",3205,4557
"G5100730","2005-2009",,,"Virginia","51","Gloucester County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, Virginia",56830,212300,"Gloucester County, Virginia",1872,9141
"G5100750","2005-2009",,,"Virginia","51","Goochland County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Goochland County, Virginia",75581,307600,"Goochland County, Virginia",8060,30389
"G5100770","2005-2009",,,"Virginia","51","Grayson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Virginia",31707,84300,"Grayson County, Virginia",1446,3579
"G5100790","2005-2009",,,"Virginia","51","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Virginia",54153,215000,"Greene County, Virginia",3005,10155
"G5100810","2005-2009",,,"Virginia","51","Greensville County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Greensville County, Virginia",40917,82500,"Greensville County, Virginia",4664,7550
"G5100830","2005-2009",,,"Virginia","51","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax County, Virginia",34318,89600,"Halifax County, Virginia",2197,4198
"G5100850","2005-2009",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover County, Virginia",76926,269300,"Hanover County, Virginia",2410,4729
"G5100870","2005-2009",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Henrico County, Virginia",59807,223500,"Henrico County, Virginia",1011,2276
"G5100890","2005-2009",,,"Virginia","51","Henry County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Virginia",34437,88100,"Henry County, Virginia",1796,2614
"G5100910","2005-2009",,,"Virginia","51","Highland County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Highland County, Virginia",43537,163800,"Highland County, Virginia",6576,10809
"G5100930","2005-2009",,,"Virginia","51","Isle of Wight County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Isle of Wight County, Virginia",62573,237700,"Isle of Wight County, Virginia",3846,7179
"G5100950","2005-2009",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",71988,334100,"James City County, Virginia",2260,7553
"G5100970","2005-2009",,,"Virginia","51","King and Queen County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"King and Queen County, Virginia",43766,155700,"King and Queen County, Virginia",6488,15889
"G5100990","2005-2009",,,"Virginia","51","King George County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"King George County, Virginia",73941,307600,"King George County, Virginia",3925,13433
"G5101010","2005-2009",,,"Virginia","51","King William County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"King William County, Virginia",64682,193800,"King William County, Virginia",4865,7669
"G5101030","2005-2009",,,"Virginia","51","Lancaster County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Virginia",44485,236700,"Lancaster County, Virginia",4107,21132
"G5101050","2005-2009",,,"Virginia","51","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Virginia",29889,73300,"Lee County, Virginia",2242,4376
"G5101070","2005-2009",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Loudoun County, Virginia",112021,508300,"Loudoun County, Virginia",1833,7809
"G5101090","2005-2009",,,"Virginia","51","Louisa County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Louisa County, Virginia",51775,202300,"Louisa County, Virginia",4310,12704
"G5101110","2005-2009",,,"Virginia","51","Lunenburg County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Lunenburg County, Virginia",35963,98700,"Lunenburg County, Virginia",2146,9787
"G5101130","2005-2009",,,"Virginia","51","Madison County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Virginia",52964,245800,"Madison County, Virginia",6373,22438
"G5101150","2005-2009",,,"Virginia","51","Mathews County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Mathews County, Virginia",49318,201400,"Mathews County, Virginia",5750,22217
"G5101170","2005-2009",,,"Virginia","51","Mecklenburg County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Mecklenburg County, Virginia",34741,103300,"Mecklenburg County, Virginia",1893,8318
"G5101190","2005-2009",,,"Virginia","51","Middlesex County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, Virginia",50181,242800,"Middlesex County, Virginia",6423,19447
"G5101210","2005-2009",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Virginia",41815,177600,"Montgomery County, Virginia",1349,5513
"G5101250","2005-2009",,,"Virginia","51","Nelson County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, Virginia",44326,161200,"Nelson County, Virginia",3494,12503
"G5101270","2005-2009",,,"Virginia","51","New Kent County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"New Kent County, Virginia",69478,240800,"New Kent County, Virginia",3505,11929
"G5101310","2005-2009",,,"Virginia","51","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton County, Virginia",36450,211700,"Northampton County, Virginia",3417,21049
"G5101330","2005-2009",,,"Virginia","51","Northumberland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Northumberland County, Virginia",50522,234600,"Northumberland County, Virginia",5762,27851
"G5101350","2005-2009",,,"Virginia","51","Nottoway County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Nottoway County, Virginia",40776,120700,"Nottoway County, Virginia",3314,10439
"G5101370","2005-2009",,,"Virginia","51","Orange County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Virginia",55416,246500,"Orange County, Virginia",2258,9292
"G5101390","2005-2009",,,"Virginia","51","Page County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Page County, Virginia",42359,159400,"Page County, Virginia",2940,5665
"G5101410","2005-2009",,,"Virginia","51","Patrick County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Patrick County, Virginia",36895,99400,"Patrick County, Virginia",3489,6191
"G5101430","2005-2009",,,"Virginia","51","Pittsylvania County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsylvania County, Virginia",39765,99100,"Pittsylvania County, Virginia",1464,2767
"G5101450","2005-2009",,,"Virginia","51","Powhatan County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Powhatan County, Virginia",75118,281400,"Powhatan County, Virginia",3239,11801
"G5101470","2005-2009",,,"Virginia","51","Prince Edward County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Prince Edward County, Virginia",36242,139300,"Prince Edward County, Virginia",4437,14506
"G5101490","2005-2009",,,"Virginia","51","Prince George County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Prince George County, Virginia",66049,196300,"Prince George County, Virginia",4183,10118
"G5101530","2005-2009",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Prince William County, Virginia",88850,393300,"Prince William County, Virginia",1545,3966
"G5101550","2005-2009",,,"Virginia","51","Pulaski County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Virginia",38234,108600,"Pulaski County, Virginia",2628,5967
"G5101570","2005-2009",,,"Virginia","51","Rappahannock County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Rappahannock County, Virginia",58500,393800,"Rappahannock County, Virginia",10669,63328
"G5101590","2005-2009",,,"Virginia","51","Richmond County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, Virginia",42212,137700,"Richmond County, Virginia",3083,15085
"G5101610","2005-2009",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke County, Virginia",57800,177100,"Roanoke County, Virginia",2124,3833
"G5101630","2005-2009",,,"Virginia","51","Rockbridge County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Rockbridge County, Virginia",43311,179100,"Rockbridge County, Virginia",2981,15029
"G5101650","2005-2009",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, Virginia",51232,184500,"Rockingham County, Virginia",1798,4843
"G5101670","2005-2009",,,"Virginia","51","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Virginia",31770,82400,"Russell County, Virginia",2337,4663
"G5101690","2005-2009",,,"Virginia","51","Scott County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Virginia",33325,82500,"Scott County, Virginia",3213,5407
"G5101710","2005-2009",,,"Virginia","51","Shenandoah County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Shenandoah County, Virginia",50436,212100,"Shenandoah County, Virginia",2598,7025
